app_name,positivo,neutral,negativo,playtime_forever,price,Action,Adventure,Casual,Desconocido,Education,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
60 Seconds!,0.0,0.000366255646441216,0.0030959752321981426,7.888935338724261e-05,9.99,0,1,1,0,0,1,0,0,0,1,0,1,0
6180 the moon,0.0,0.00024417043096081065,0.0,1.286407058082026e-05,3.99,1,0,0,0,0,1,0,0,0,0,0,0,0
8-Bit Armies,0.0,0.00012208521548040532,0.0,6.763182312781702e-05,14.99,0,0,0,0,0,1,0,0,0,1,0,1,0
8-Bit Hordes,0.0,0.00012208521548040532,0.0,2.06970560235252e-05,14.99,0,0,0,0,0,1,0,0,0,1,0,1,0
8BitBoy™,0.0,0.00012208521548040532,0.0,0.0001233482274550889,3.99,1,0,1,0,0,1,0,0,0,0,0,0,0
8BitMMO,0.007246376811594203,0.0035404712489317544,0.018575851393188854,0.0002749577606553702,0.0,1,1,0,0,0,1,1,1,0,0,0,0,0
9.03m,0.0,0.000366255646441216,0.0,9.721477996008005e-07,0.99,0,0,0,0,0,1,0,0,0,0,0,0,0
911: First Responders®,0.0036231884057971015,0.000366255646441216,0.0,0.00010671304577249392,4.99,0,0,0,0,0,0,0,0,0,1,0,1,0
99 Levels To Hell,0.0,0.00012208521548040532,0.0030959752321981426,0.00012894909106185242,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
99 Spirits,0.0,0.0,0.0030959752321981426,0.000167666125406981,9.99,0,1,0,0,0,1,0,1,0,0,0,0,0
9th Company: Roots Of Terror,0.0,0.00012208521548040532,0.0,0.00010728135573993427,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
A Bird Story,0.0036231884057971015,0.0012208521548040532,0.0,3.118068614641057e-05,3.99,0,1,0,0,0,1,0,1,0,0,0,0,0
A Boy and His Blob,0.0,0.00012208521548040532,0.0,2.336385421699205e-05,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0
A Lenda do Herói - O Herói desta Canção,0.0,0.00024417043096081065,0.0,1.7218176662113876e-05,15.99,0,1,1,0,0,1,0,0,0,0,0,0,0
A New Beginning - Final Cut,0.0,0.0,0.0030959752321981426,2.640805722087794e-05,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
A Story About My Uncle,0.007246376811594203,0.001465022585764864,0.0,0.00015273293662429132,12.99,0,1,1,0,0,1,0,0,0,0,0,0,0
A Study in Steampunk: Choice by Gaslight,0.0,0.00012208521548040532,0.0,3.7417410776175827e-06,3.99,0,0,0,0,0,1,0,1,0,0,0,0,0
A Virus Named TOM,0.0,0.000366255646441216,0.0,0.00013688193458669159,9.99,1,0,0,0,0,1,0,0,0,0,0,1,0
A Wizard's Lizard,0.0,0.00012208521548040532,0.0,4.7301892406255873e-05,9.99,1,0,0,0,0,1,0,1,0,0,0,0,0
A.R.E.S. Extinction Agenda EX,0.0,0.00012208521548040532,0.0,2.1601652767564617e-06,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
A.R.E.S.: Extinction Agenda,0.0,0.00024417043096081065,0.0,6.815754656022955e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
A.V.A. Alliance of Valiant Arms™,0.0018115942028985507,0.0008545965083628373,0.006191950464396285,0.00040452509072573013,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
ABZU,0.0,0.0004883408619216213,0.0,1.604337569582892e-05,19.99,1,1,1,0,0,1,0,0,0,1,0,0,0
ACE - Arena: Cyber Evolution,0.0,0.0004883408619216213,0.0,3.4872498182961044e-05,11.89,1,0,0,0,0,1,0,0,0,0,1,1,0
ACE Academy,0.0018115942028985507,0.00012208521548040532,0.0,7.656765297762197e-06,19.99,1,1,0,0,0,1,0,1,0,1,1,0,0
ADventure Lib,0.0,0.0,0.0030959752321981426,4.130893897699475e-06,1.99,0,1,0,0,0,1,0,0,0,0,0,0,0
AGFPPROV3 Premium,0.0,0.00012208521548040532,0.0,1.4685012078561942e-09,79.99,0,0,0,0,1,0,0,0,0,0,0,0,1
AI War: Fleet Command,0.0,0.000366255646441216,0.0,0.0002791092135699797,9.99,0,0,0,0,0,1,0,0,0,0,0,1,0
AKIBA'S TRIP: Undead ＆ Undressed,0.0,0.000732511292882432,0.0,0.00017760494158175168,29.99,1,1,1,0,0,0,0,1,0,0,0,0,0
ALPAGES : THE FIVE BOOKS,0.0,0.00012208521548040532,0.0,1.3363360991491367e-07,0.99,1,1,0,0,0,1,0,0,0,0,0,0,0
APB Reloaded,0.041666666666666664,0.011353925039677694,0.04024767801857585,0.01904805545820657,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0
APOX,0.0,0.00024417043096081065,0.0,2.1888010503096576e-05,14.99,1,0,0,0,0,1,0,0,0,0,0,1,0
ARK: Survival Evolved,0.057971014492753624,0.03076547430106214,0.04643962848297214,0.05298468956941053,59.99,1,1,0,0,0,1,1,1,0,0,0,0,0
ARK: Survival Of The Fittest,0.0,0.0008545965083628373,0.0030959752321981426,0.0003526385375485472,59.99,1,1,0,0,0,1,1,1,0,0,0,1,0
ARMA: Cold War Assault,0.0036231884057971015,0.0012208521548040532,0.006191950464396285,0.00024081804457512943,4.99,1,0,0,0,0,0,0,0,0,1,0,1,0
ARMA: Gold Edition,0.0018115942028985507,0.0,0.0,3.34392410040934e-05,9.99,1,0,0,0,0,0,0,0,0,1,0,1,0
ASRECorp,0.0018115942028985507,0.0,0.0,1.4126981619576589e-06,0.99,1,1,0,0,0,1,0,0,0,0,0,0,0
AXYOS,0.0,0.00024417043096081065,0.0,3.207059787837143e-05,7.99,1,0,0,0,0,1,1,0,0,0,0,0,0
AaAaAA!!! - A Reckless Disregard for Gravity,0.0,0.00024417043096081065,0.0,0.00014475456956200864,9.99,1,0,0,0,0,1,0,0,0,0,1,0,0
Absolute Drift,0.0018115942028985507,0.000732511292882432,0.0,9.485489851905515e-05,11.99,1,0,0,0,0,1,0,0,1,1,1,0,0
Abyss Odyssey,0.0,0.00024417043096081065,0.0,0.00010274515550886648,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Ace Combat Assault Horizon - Enhanced Edition,0.0018115942028985507,0.000366255646441216,0.0,0.00019493178733324693,19.99,1,0,0,0,0,0,0,0,0,1,0,0,0
Ace of Spades: Battle Builder,0.02717391304347826,0.013673544133805397,0.052631578947368425,0.00724018234361876,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Act of Aggression - Reboot Edition,0.0018115942028985507,0.00012208521548040532,0.0,0.00027070351265621084,29.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Action Henk,0.0,0.00012208521548040532,0.0,2.484557193571895e-05,14.99,1,0,0,0,0,1,0,0,1,0,0,0,0
Action! - Gameplay Recording and Streaming,0.0018115942028985507,0.00024417043096081065,0.0,0.0005729577737632121,49.99,0,0,0,0,0,0,0,0,0,0,0,0,1
Actual Sunlight,0.0,0.00012208521548040532,0.0,5.1382857262888235e-06,4.99,0,1,0,0,0,1,0,0,0,0,0,0,0
AdVenture Capitalist,0.02355072463768116,0.01281894762544256,0.027863777089783284,0.020942389709314488,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
AdVenture Communist,0.0,0.000366255646441216,0.0030959752321981426,0.00023669449318346924,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0
Adam's Venture Chronicles,0.0,0.00012208521548040532,0.0,9.280927633651148e-07,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Adorables,0.0,0.00012208521548040532,0.0,8.466496863774102e-05,2.99,0,0,1,0,0,1,0,0,0,0,1,1,0
Advent Rising,0.0,0.0,0.0030959752321981426,1.6867204873436246e-05,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Adventure Park,0.0,0.00012208521548040532,0.0,8.78604272660361e-05,19.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Adventure Time: Finn and Jake Investigations,0.0,0.00012208521548040532,0.0,2.089677218779364e-06,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventure Time: Finn and Jake's Epic Quest,0.0,0.00012208521548040532,0.0,2.4040833273813757e-05,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Adventures of Shuggy,0.0,0.000366255646441216,0.0,9.902837895178246e-05,4.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Aeon Command,0.0018115942028985507,0.00012208521548040532,0.0,9.194579762629203e-05,2.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Aero's Quest,0.0,0.00024417043096081065,0.0,2.1344665056189784e-05,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Aerofly FS 1 Flight Simulator,0.0018115942028985507,0.0,0.0,2.3149453040645046e-05,9.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Afterlife Empire,0.0,0.0,0.0030959752321981426,1.3510211112276988e-07,4.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Agarest: Generations of War,0.0018115942028985507,0.000366255646441216,0.0030959752321981426,0.00043750469085176454,14.99,0,1,0,0,0,0,0,1,0,0,0,1,0
Agarest: Generations of War Zero,0.0,0.00012208521548040532,0.0,0.00014205252733955322,19.99,0,1,0,0,0,0,0,1,0,0,0,1,0
Age of Conquest IV,0.0,0.00012208521548040532,0.0,6.096042214052634e-05,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0
Age of Empires II HD,0.028985507246376812,0.00940056159199121,0.01238390092879257,0.014646179032621392,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Age of Empires II HD: The African Kingdoms,0.0,0.00012208521548040532,0.0,1.4685012078561942e-09,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Age of Empires® III: Complete Collection,0.014492753623188406,0.0035404712489317544,0.0,0.006185534146160598,39.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Age of Wonders,0.0018115942028985507,0.0,0.0,4.5779056653708997e-05,5.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Agricultural Simulator 2013 - Steam Edition,0.0,0.00012208521548040532,0.0030959752321981426,4.316953000734854e-05,9.99,0,0,1,0,0,0,0,0,0,1,0,0,0
Air Brawl,0.0,0.0006104260774020266,0.0,3.8696475328218575e-05,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Air Guardians,0.0,0.00012208521548040532,0.0,8.252976788151811e-07,2.99,1,0,0,0,0,1,0,0,0,1,0,0,0
AirMech Strike,0.018115942028985508,0.006836772066902698,0.015479876160990714,0.003990647626845584,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0
Airport Madness: World Edition,0.0,0.00024417043096081065,0.0,1.649567406784863e-05,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Airport Simulator 2014,0.0018115942028985507,0.0004883408619216213,0.0,5.487789013758598e-05,9.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Airships: Conquer the Skies,0.0018115942028985507,0.00024417043096081065,0.0,3.6252889318345864e-05,14.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Akaneiro: Demon Hunters,0.0,0.00012208521548040532,0.0,1.751775090851654e-05,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0
Alan Wake,0.005434782608695652,0.0025637895250885116,0.0030959752321981426,0.0009915158620312158,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Alan Wake's American Nightmare,0.0018115942028985507,0.0006104260774020266,0.0,0.00017206134952209455,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Albedo: Eyes from Outer Space,0.0,0.00012208521548040532,0.0,1.4379563827327853e-05,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Albino Lullaby: Episode 1,0.0,0.00012208521548040532,0.0,2.1954093057450103e-06,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Alien Breed 2: Assault,0.0,0.0,0.006191950464396285,3.884038844658848e-05,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Alien Breed: Impact,0.0,0.00012208521548040532,0.0,5.495278369918665e-05,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Alien Rage - Unlimited,0.0,0.00024417043096081065,0.0030959752321981426,3.131138275390977e-05,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Alien Shooter,0.0,0.00012208521548040532,0.0,6.753637054930637e-06,4.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Alien: Isolation,0.0036231884057971015,0.0056159199120986445,0.009287925696594427,0.0011644333477574906,39.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Aliens versus Predator Classic 2000,0.0018115942028985507,0.0006104260774020266,0.0,0.00011564300161746744,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Aliens vs. Predator™,0.0036231884057971015,0.002930045171529728,0.0,0.001795113498497906,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
All Is Dust,0.0,0.00012208521548040532,0.0030959752321981426,1.8473745194830924e-06,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
All Zombies Must Die!: Scorepocalypse,0.0,0.00012208521548040532,0.0,7.5921512446165245e-06,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Alone in the Dark,0.0,0.00012208521548040532,0.0,1.3170987333262205e-05,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Alpha Kimori™ 1,0.0,0.00012208521548040532,0.0,2.685888709168979e-05,9.99,0,1,1,0,0,1,0,1,0,0,0,1,0
Alpha Prime,0.0,0.00012208521548040532,0.0030959752321981426,2.0482654847178197e-05,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Alpha Protocol™,0.0,0.0004883408619216213,0.0030959752321981426,0.0003219835748345491,14.99,1,0,0,0,0,0,0,1,0,0,0,0,0
Alphadia Genesis,0.0,0.00012208521548040532,0.0,8.690590148092957e-06,9.99,1,1,0,0,0,0,0,1,0,0,0,0,0
Altitude,0.0018115942028985507,0.0006104260774020266,0.0030959752321981426,0.00042834418031715757,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Always Sometimes Monsters,0.0018115942028985507,0.000732511292882432,0.0,0.00021654225110805868,9.99,0,0,0,0,0,1,0,1,0,0,0,0,0
Amazing Frog?,0.0018115942028985507,0.00012208521548040532,0.0,7.127811162692395e-05,15.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Amazing World™,0.0036231884057971015,0.0006104260774020266,0.0030959752321981426,6.89534742148876e-05,0.0,0,1,0,0,0,0,1,1,0,1,0,0,0
America's Army: Proving Grounds,0.007246376811594203,0.001953363447686485,0.0030959752321981426,0.002728547200755994,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Truck Simulator,0.005434782608695652,0.0015871078012452693,0.0,0.0010119941113747705,19.99,0,0,0,0,0,1,0,0,0,1,0,0,0
Amnesia: A Machine for Pigs,0.0,0.0013429373702844585,0.0,0.0002522679484927842,19.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Amnesia: The Dark Descent,0.012681159420289856,0.0036625564644121597,0.018575851393188854,0.0012824171403002808,19.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Amnesia™: Memories,0.0,0.00012208521548040532,0.0,4.416076832265147e-05,29.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Among Ripples,0.0018115942028985507,0.0006104260774020266,0.0,6.509865854426509e-06,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0
Among the Sleep - Enhanced Edition,0.0,0.0010987669393236479,0.0,5.518627539123578e-05,16.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Ampersand,0.0018115942028985507,0.000366255646441216,0.0,4.2345700829741214e-05,0.99,0,0,0,0,0,1,0,0,1,0,0,0,0
Ampu-Tea,0.0,0.00024417043096081065,0.006191950464396285,4.053797584287024e-05,4.99,0,1,1,0,0,1,0,1,0,1,0,0,0
Amygdala,0.0,0.00012208521548040532,0.0,8.251508286943955e-06,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Anachronox,0.0,0.00012208521548040532,0.0,2.623477407835091e-05,6.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Analogue: A Hate Story,0.0018115942028985507,0.0004883408619216213,0.0,9.550838155655116e-05,9.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Anarchy Arcade,0.005434782608695652,0.0015871078012452693,0.006191950464396285,0.0005365521603192491,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ancient Space,0.0,0.00012208521548040532,0.0,1.930491687847753e-05,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
And So It Was,0.0,0.00012208521548040532,0.0,0.0,1.99,1,1,0,0,0,1,0,0,0,0,0,0,0
And Yet It Moves,0.0,0.00024417043096081065,0.0030959752321981426,3.4194050624931484e-05,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Angels Fall First,0.0,0.00012208521548040532,0.0,2.7872152925110567e-05,17.99,1,0,0,0,0,0,0,0,0,1,0,0,0
Angry Birds Space,0.0,0.00024417043096081065,0.0,4.572031660539475e-05,4.99,0,0,1,0,0,0,0,0,0,0,0,0,0
Angry Video Game Nerd Adventures,0.0,0.0008545965083628373,0.0030959752321981426,0.00011843609091480992,4.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Angry Video Game Nerd II: ASSimilation,0.0,0.0,0.0030959752321981426,7.327821027202409e-06,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Angry Video Game Nerd: The Movie,0.0018115942028985507,0.00012208521548040532,0.0,4.4451531561807e-06,2.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Anna - Extended Edition,0.0,0.00024417043096081065,0.0,7.398602785421078e-05,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Anna's Quest,0.0018115942028985507,0.0,0.0,1.3592447179916934e-05,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Anno 2205™,0.0,0.000366255646441216,0.0,0.00018287539241674757,39.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Anno Online,0.0018115942028985507,0.00012208521548040532,0.0,0.00012066674424954348,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0
Anomaly 2,0.0,0.00012208521548040532,0.0,5.45048908307905e-05,14.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Anomaly: Warzone Earth,0.0,0.00012208521548040532,0.0030959752321981426,0.00015948804218042983,9.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Another Perspective,0.0,0.0,0.0030959752321981426,3.4010487973949456e-06,5.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Another World – 20th Anniversary Edition,0.0,0.00012208521548040532,0.0,1.0214894401847687e-05,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Ant War: Domination,0.0,0.0,0.0030959752321981426,9.219250582921188e-06,2.99,0,0,1,0,0,1,0,0,0,1,0,1,0
Antenna,0.0,0.000366255646441216,0.0,5.943024388194018e-06,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
Antichamber,0.012681159420289856,0.005005493834696618,0.009287925696594427,0.0005133806797604862,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Aozora Meikyuu,0.0,0.00012208521548040532,0.0,5.261639827748744e-05,4.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Aperture Tag: The Paint Gun Testing Initiative,0.007246376811594203,0.0008545965083628373,0.0,0.0001823687595000372,4.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,0.0018115942028985507,0.0,0.0,2.9223174036338267e-07,6.99,0,0,1,0,0,1,0,1,0,1,0,0,0
Apotheon,0.0018115942028985507,0.000366255646441216,0.0,0.00010372317731329871,14.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Arcadecraft,0.0,0.00012208521548040532,0.0,4.404035122360727e-06,9.99,0,0,1,0,0,1,0,0,0,1,0,1,0
ArcaniA,0.0,0.00012208521548040532,0.0,0.0001469382308580908,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
ArcheAge,0.010869565217391304,0.0013429373702844585,0.0,0.0047287809479672534,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
ArcheBlade™,0.009057971014492754,0.0036625564644121597,0.01238390092879257,0.0010719383306794603,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Arena Wars 2,0.0,0.00024417043096081065,0.0,4.7359163953362265e-06,3.99,1,0,0,0,0,0,0,0,0,0,0,1,0
Arma 2,0.0018115942028985507,0.0004883408619216213,0.0,0.0005611407445435932,12.99,1,0,0,0,0,0,0,0,0,1,0,1,0
Arma 2: Operation Arrowhead,0.034420289855072464,0.007935539006226346,0.015479876160990714,0.05315305176439003,19.99,1,0,0,0,0,0,0,0,0,1,0,1,0
Arma 3,0.06340579710144928,0.026248321328287146,0.061919504643962855,0.09256927918411154,39.99,1,0,0,0,0,0,0,0,0,1,0,1,0
Arma II: DayZ Mod,0.012681159420289856,0.0018312782322060799,0.006191950464396285,0.0015982711910932383,49.99,1,0,0,0,0,0,0,0,0,1,0,1,0
Armed with Wings: Rearmed,0.0,0.00012208521548040532,0.0,9.349947190420388e-06,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Armello,0.0018115942028985507,0.0006104260774020266,0.0,0.0003420418328326569,19.99,0,1,0,0,0,1,0,1,0,0,0,1,0
Armikrog,0.0,0.00012208521548040532,0.0,7.849138955991359e-06,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Assassin's Creed 2 Deluxe Edition,0.010869565217391304,0.0031742156024905386,0.015479876160990714,0.003879567258480926,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed Freedom Cry,0.0018115942028985507,0.000366255646441216,0.0,0.00010721527318558073,14.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed® Syndicate,0.0018115942028985507,0.000366255646441216,0.0,0.0007325735755487254,39.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed® Unity,0.007246376811594203,0.0035404712489317544,0.018575851393188854,0.001386798206154699,29.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed™: Director's Cut Edition,0.0018115942028985507,0.000366255646441216,0.0,0.0010670937451947428,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin’s Creed® Brotherhood,0.0018115942028985507,0.0010987669393236479,0.0,0.002980926755340575,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin’s Creed® Chronicles: China,0.0,0.000366255646441216,0.0,4.908318437138543e-05,9.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin’s Creed® III,0.007246376811594203,0.0024417043096081063,0.009287925696594427,0.0052510152215099045,19.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Assassin’s Creed® IV Black Flag™,0.016304347826086956,0.005127579050177023,0.01238390092879257,0.007122459944290968,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin’s Creed® Liberation HD,0.0,0.00012208521548040532,0.0030959752321981426,0.00014462240445330156,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assassin’s Creed® Rogue,0.0,0.000732511292882432,0.0,0.0005490564481041446,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Assault Android Cactus,0.0,0.000366255646441216,0.0,4.065839294191445e-05,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Assetto Corsa,0.010869565217391304,0.0013429373702844585,0.0,0.003113241651170834,29.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Astebreed: Definitive Edition,0.0018115942028985507,0.00024417043096081065,0.0,5.229332801175907e-05,19.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Asteria,0.0,0.00012208521548040532,0.0,2.2755894716939587e-05,4.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Atlas Reactor,0.0,0.00012208521548040532,0.0,7.129132813779467e-05,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Atom Universe,0.0,0.00012208521548040532,0.0,5.492194517382166e-07,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0
Atom Zombie Smasher,0.0,0.0004883408619216213,0.0,0.0002131529503203266,9.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Atulos Online,0.0018115942028985507,0.00012208521548040532,0.0,4.0736223505930825e-06,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0
